name,x,y,shape,size,size2,label.cex,label,color,tooltip,nodeX,nodeY,genesList
N-hsa04010-17,786,794,rectangle,15,5,0.62,MAP3K14,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9020>9020</a> (MAP3K14),786,794,9020
N-hsa04010-18,763,604,rectangle,15,5,0.62,MAPK1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5594>5594</a> (MAPK1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5595>5595</a> (MAPK3),763,604,5594;5595
N-hsa04010-22,580,581,rectangle,15,5,0.62,MOS,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4342>4342</a> (MOS),580,581,4342
N-hsa04010-23,580,604,rectangle,15,5,0.62,RAF1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5894>5894</a> (RAF1),580,604,5894
N-hsa04010-24,580,628,rectangle,15,5,0.62,BRAF,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:673>673</a> (BRAF),580,628,673
N-hsa04010-25,462,546,rectangle,15,5,0.62,RASA1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5921>5921</a> (RASA1),462,546,5921
N-hsa04010-26,462,567,rectangle,15,5,0.62,NF1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4763>4763</a> (NF1),462,567,4763
N-hsa04010-27,487,658,rectangle,15,5,0.62,PRKCA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5578>5578</a> (PRKCA)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5579>5579</a> (PRKCB)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5582>5582</a> (PRKCG),487,658,5578;5579;5582
N-hsa04010-28,528,696,rectangle,15,5,0.62,RAP1A,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5906>5906</a> (RAP1A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5908>5908</a> (RAP1B),528,696,5906;5908
N-hsa04010-29,528,745,rectangle,15,5,0.62,PRKACA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5566>5566</a> (PRKACA)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5567>5567</a> (PRKACB)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5568>5568</a> (PRKACG),528,745,5566;5567;5568
N-hsa04010-30,447,686,rectangle,15,5,0.62,RAPGEF2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9693>9693</a> (RAPGEF2),447,686,9693
N-hsa04010-31,357,551,rectangle,15,5,0.62,RASA2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5922>5922</a> (RASA2),357,551,5922
N-hsa04010-32,408,604,rectangle,15,5,0.62,RRAS2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:22800>22800</a> (RRAS2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:22808>22808</a> (MRAS)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3265>3265</a> (HRAS)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3845>3845</a> (KRAS)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4893>4893</a> (NRAS)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6237>6237</a> (RRAS),408,604,22800;22808;3265;3845;4893;6237
N-hsa04010-33,392,658,rectangle,15,5,0.62,RASGRP1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10125>10125</a> (RASGRP1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10235>10235</a> (RASGRP2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:115727>115727</a> (RASGRP4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:25780>25780</a> (RASGRP3),392,658,10125;10235;115727;25780
N-hsa04010-35,262,551,rectangle,15,5,0.62,GNA12,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2768>2768</a> (GNA12)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:55970>55970</a> (),262,551,2768;55970
N-hsa04010-41,220,739,rectangle,15,5,0.62,CACNG3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10368>10368</a> (CACNG3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10369>10369</a> (CACNG2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:27091>27091</a> (CACNG5)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:27092>27092</a> (CACNG4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:55799>55799</a> (CACNA2D3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:59283>59283</a> (CACNG8)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:59284>59284</a> (CACNG7)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:59285>59285</a> ()<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:773>773</a> (CACNA1A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:774>774</a> (CACNA1B)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:775>775</a> (CACNA1C)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:776>776</a> (CACNA1D)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:777>777</a> (CACNA1E)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:778>778</a> (CACNA1F)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:779>779</a> (CACNA1S)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:781>781</a> (CACNA2D1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:782>782</a> (CACNB1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:783>783</a> (CACNB2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:784>784</a> (CACNB3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:785>785</a> (CACNB4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:786>786</a> (CACNG1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8911>8911</a> (CACNA1I)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8912>8912</a> (CACNA1H)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8913>8913</a> (CACNA1G)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9254>9254</a> (CACNA2D2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:93589>93589</a> (CACNA2D4),220,739,10368;10369;27091;27092;55799;59283;59284;59285;773;774;775;776;777;778;779;781;782;783;784;785;786;8911;8912;8913;9254;93589
N-hsa04010-42,137,583,rectangle,15,5,0.62,PDGFA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5154>5154</a> ()<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5155>5155</a> (PDGFB),137,583,5154;5155
N-hsa04010-43,137,604,rectangle,15,5,0.62,FGF1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2246>2246</a> (FGF1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2247>2247</a> (FGF2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2248>2248</a> (FGF3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2249>2249</a> (FGF4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2250>2250</a> (FGF5)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2251>2251</a> (FGF6)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2252>2252</a> (FGF7)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2253>2253</a> (FGF8)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2254>2254</a> (FGF9)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2255>2255</a> (FGF10)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2256>2256</a> (FGF11)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2257>2257</a> (FGF12)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2258>2258</a> (FGF13)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2259>2259</a> (FGF14)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:26281>26281</a> (FGF20)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:26291>26291</a> (FGF21)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:27006>27006</a> (FGF22)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8074>8074</a> (FGF23)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8817>8817</a> (FGF18)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8822>8822</a> (FGF17)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8823>8823</a> (FGF16)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9965>9965</a> (FGF19),137,604,2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;26281;26291;27006;8074;8817;8822;8823;9965
N-hsa04010-44,137,625,rectangle,15,5,0.62,EGF,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1950>1950</a> (EGF),137,625,1950
N-hsa04010-45,137,652,rectangle,15,5,0.62,NTF3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4908>4908</a> (NTF3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4909>4909</a> (NTF4),137,652,4908;4909
N-hsa04010-46,137,673,rectangle,15,5,0.62,BDNF,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:627>627</a> (BDNF),137,673,627
N-hsa04010-47,137,694,rectangle,15,5,0.62,NGF,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4803>4803</a> (NGF),137,694,4803
N-hsa04010-55,763,0,rectangle,15,5,0.62,MAPK7,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5598>5598</a> (MAPK7),763,0,5598
N-hsa04010-56,676,0,rectangle,15,5,0.62,MAP2K5,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5607>5607</a> (MAP2K5),676,0,5607
N-hsa04010-59,851,115,rectangle,15,5,0.62,RPS6KA4,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8986>8986</a> (RPS6KA4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9252>9252</a> (RPS6KA5),851,115,8986;9252
N-hsa04010-60,851,136,rectangle,15,5,0.62,MAPKAPK3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7867>7867</a> (MAPKAPK3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9261>9261</a> (MAPKAPK2),851,136,7867;9261
N-hsa04010-69,763,212,rectangle,15,5,0.62,MAPK14,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1432>1432</a> (MAPK14)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5600>5600</a> (MAPK11)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5603>5603</a> (MAPK13)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6300>6300</a> (MAPK12),763,212,1432;5600;5603;6300
N-hsa04010-70,657,159,rectangle,15,5,0.62,PPP5D1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:100506012>100506012</a> (PPP5D1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5536>5536</a> (PPP5C),657,159,100506012;5536
N-hsa04010-71,676,196,rectangle,15,5,0.62,MAP2K6,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5608>5608</a> (MAP2K6),676,196,5608
N-hsa04010-72,676,227,rectangle,15,5,0.62,MAP2K3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5606>5606</a> (MAP2K3),676,227,5606
N-hsa04010-73,787,323,rectangle,15,5,0.62,DUSP10*,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:11221>11221</a> (DUSP10)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1843>1843</a> (DUSP1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1844>1844</a> (DUSP2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1846>1846</a> (DUSP4)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1847>1847</a> (DUSP5)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1848>1848</a> (DUSP6)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1849>1849</a> (DUSP7)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1850>1850</a> (DUSP8)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1852>1852</a> (DUSP9)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:80824>80824</a> (DUSP16),787,323,11221;1843;1844;1846;1847;1848;1849;1850;1852;80824
N-hsa04010-74,743,301,rectangle,15,5,0.62,DUSP3*,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1845>1845</a> (DUSP3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5778>5778</a> (PTPN7)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5801>5801</a> (PTPRR)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:84867>84867</a> (PTPN5),743,301,1845;5778;5801;84867
N-hsa04010-75,686,323,rectangle,15,5,0.62,PPM1A,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5494>5494</a> (PPM1A),686,323,5494
N-hsa04010-76,643,301,rectangle,15,5,0.62,AKT3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10000>10000</a> (AKT3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:207>207</a> (AKT1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:208>208</a> (AKT2),643,301,10000;207;208
N-hsa04010-80,580,182,rectangle,15,5,0.62,MAP3K7,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6885>6885</a> (MAP3K7),580,182,6885
N-hsa04010-81,580,212,rectangle,15,5,0.62,MAP3K5,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4217>4217</a> (MAP3K5),580,212,4217
N-hsa04010-82,580,242,rectangle,15,5,0.62,MAP3K6,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9064>9064</a> (MAP3K6),580,242,9064
N-hsa04010-83,580,286,rectangle,15,5,0.62,ZAK,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:51776>51776</a> (),580,286,51776
N-hsa04010-84,580,306,rectangle,15,5,0.62,MAP3K12,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7786>7786</a> (MAP3K12),580,306,7786
N-hsa04010-85,580,326,rectangle,15,5,0.62,MAP3K13,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9175>9175</a> (MAP3K13),580,326,9175
N-hsa04010-90,427,182,rectangle,15,5,0.62,TAB1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10454>10454</a> (TAB1),427,182,10454
N-hsa04010-91,361,115,rectangle,15,5,0.62,GADD45G,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10912>10912</a> (GADD45G)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1647>1647</a> (GADD45A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4616>4616</a> (GADD45B),361,115,10912;1647;4616
N-hsa04010-93,408,213,rectangle,15,5,0.62,DAXX,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1616>1616</a> (DAXX),408,213,1616
N-hsa04010-94,392,262,rectangle,15,5,0.62,TRAF2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7186>7186</a> (TRAF2),392,262,7186
N-hsa04010-95,392,302,rectangle,15,5,0.62,CASP3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:836>836</a> (CASP3),392,302,836
N-hsa04010-96,220,172,rectangle,15,5,0.62,CD14,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:929>929</a> (CD14),220,172,929
N-hsa04010-97,220,201,rectangle,15,5,0.62,TGFBR1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7046>7046</a> (TGFBR1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7048>7048</a> (TGFBR2),220,201,7046;7048
N-hsa04010-98,220,223,rectangle,15,5,0.62,FAS,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:355>355</a> (FAS),220,223,355
N-hsa04010-99,220,252,rectangle,15,5,0.62,IL1R1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3554>3554</a> (IL1R1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7850>7850</a> (IL1R2),220,252,3554;7850
N-hsa04010-100,220,274,rectangle,15,5,0.62,TNFRSF1A,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7132>7132</a> (TNFRSF1A),220,274,7132
N-hsa04010-101,137,201,rectangle,15,5,0.62,TGFB1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7040>7040</a> (TGFB1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7042>7042</a> (TGFB2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7043>7043</a> (TGFB3),137,201,7040;7042;7043
N-hsa04010-102,137,252,rectangle,15,5,0.62,IL1A,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3552>3552</a> (IL1A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3553>3553</a> (IL1B),137,252,3552;3553
N-hsa04010-103,137,274,rectangle,15,5,0.62,TNF,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7124>7124</a> (TNF),137,274,7124
N-hsa04010-104,851,158,rectangle,15,5,0.62,MAPKAPK5,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8550>8550</a> (MAPKAPK5),851,158,8550
N-hsa04010-105,408,363,rectangle,15,5,0.62,RAC1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5879>5879</a> (RAC1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5880>5880</a> (RAC2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5881>5881</a> (RAC3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:998>998</a> (CDC42),408,363,5879;5880;5881;998
N-hsa04010-106,494,363,rectangle,15,5,0.62,PAK1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5058>5058</a> (PAK1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5062>5062</a> (PAK2),494,363,5058;5062
N-hsa04010-110,676,395,rectangle,15,5,0.62,MAP2K7,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5609>5609</a> (MAP2K7),676,395,5609
N-hsa04010-111,763,412,rectangle,15,5,0.62,MAPK8,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5599>5599</a> (MAPK8)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5601>5601</a> (MAPK9)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5602>5602</a> (MAPK10),763,412,5599;5601;5602
N-hsa04010-115,793,460,rectangle,15,5,0.62,MECOM,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2122>2122</a> (MECOM),793,460,2122
N-hsa04010-116,793,481,rectangle,15,5,0.62,HSPA1A,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3303>3303</a> (HSPA1A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3304>3304</a> (HSPA1B)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3305>3305</a> (HSPA1L)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3306>3306</a> (HSPA2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3310>3310</a> (HSPA6)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3312>3312</a> (HSPA8),793,481,3303;3304;3305;3306;3310;3312
N-hsa04010-121,849,524,rectangle,15,5,0.62,PPP3CA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5530>5530</a> (PPP3CA)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5532>5532</a> (PPP3CB)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5533>5533</a> (PPP3CC)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5534>5534</a> (PPP3R1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5535>5535</a> (PPP3R2),849,524,5530;5532;5533;5534;5535
N-hsa04010-126,580,463,rectangle,15,5,0.62,MAP3K8,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1326>1326</a> (MAP3K8),580,463,1326
N-hsa04010-128,494,461,rectangle,15,5,0.62,MAP4K3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8491>8491</a> (MAP4K3),494,461,8491
N-hsa04010-135,850,633,rectangle,15,5,0.62,RPS6KA6,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:27330>27330</a> (RPS6KA6)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6195>6195</a> (RPS6KA1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6196>6196</a> (RPS6KA2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6197>6197</a> (RPS6KA3),850,633,27330;6195;6196;6197
N-hsa04010-136,850,654,rectangle,15,5,0.62,MKNK2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2872>2872</a> (MKNK2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8569>8569</a> (MKNK1),850,654,2872;8569
